grid_id_main,ci_norm,vci_norm,lum_norm,lum_adjacency_norm,lum_intensity_norm,lum_proximity_norm,gi_norm,li_norm,single_family_ha,multi_family_ha,facility_neighborhood_ha,facility_sales_ha,facility_office_ha,facility_education_ha,facility_industrial_ha,parks_green_ha,water_area_ha,road_area_ha,subway_influence_ha,bus_routes_cnt,cooling_kwh_per_floor_m2,heating_kwh_per_floor_m2,other_electricity_kwh_per_floor_m2
305,0.0059564990533358,0.0407931963006607,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2447942783050016,0.0,0.0,0.0,0.0,0.0,0.0,0.4614597196367613,0.939845343705375,0.0,0,26.31822685672242,19.566270186825005,21.256598489126258
306,0.005243065206321,0.4104088493495725,0.0,1.0,0.0,0.0,0.1414149016370791,0.5197237031707853,0.0,5.81498327085854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4494366197850782,0.0,0,12.52417861394259,14.483102905501065,6.346953600932464
308,0.0189228541082153,0.3099532329676956,0.0,0.8666666666666665,0.3407409063521133,0.0,0.0,0.0,0.0,1.1322079250733736,0.0,0.0,1.1322079250733736,0.0,0.0,0.0,0.0,0.0251768934122774,0.0,0,12.7498392294762,13.838996628981423,14.09638982338105
309,0.006028154585354,0.3924476469745659,0.3697729713806757,0.7833333333333331,0.6230960986428503,0.2363975684375819,0.2541764909878902,0.5843562065139913,0.0,6.463694779113326,0.0,0.0,5.308175554563712,0.0,1.6324131135034026,0.0,0.0,1.1237646539668695,0.0,2,9.214838046360752,12.301387496031195,6.2797576346131665
310,0.0038279606411934,0.3089375638384397,0.0,0.9166666666666666,0.8747393630065657,0.0,0.2242225514225984,0.47859954974765,0.0,4.99557569724402,0.0,0.0,0.0,0.0,4.99557569724402,0.4871215529146865,0.0,0.929838815285132,0.0,0,10.678170443491572,13.201835627740413,7.6512837731976235
311,0.0007264725491725,0.0214830466555667,0.0,0.8749999999999998,0.8756089881262515,0.0,0.0,0.0,0.0,0.2636190774036341,0.0,0.0,0.0,0.0,0.2636190774036341,0.3664252646000328,0.0,0.217183255719941,0.0,0,25.09198050159998,19.827952303313857,18.796001372568732
312,0.004506976150218,0.172312032026879,0.0,0.6166666666666667,0.5785285350832946,0.0,0.0,0.0,0.0,1.166252550361099,0.0,0.0,0.0,0.0,1.166252550361099,0.0,2.491727303938145,0.5952241253692572,0.0,0,14.264214083032845,14.859123228796625,10.270351179927495
314,0.0,0.0,0.0,0.7749999999999998,0.7443697624719192,0.0,0.0900369896734204,0.6806004346958986,0.0,0.1573824816223911,0.0,0.0,0.0,0.0,0.1573824816223911,0.0,1.1888652553762202,0.6481068295543684,0.0,0,29.156448299992345,23.176165744860857,14.565890237411201
315,0.0237255808249192,0.4237857551683323,0.0,0.7666666666666665,0.8969335021703871,0.0,0.1035567285298415,0.6806004346958986,0.0,0.6878289416142718,0.0,0.0,0.0,0.0,0.6878289416142718,0.0,0.0,0.7786969373179662,0.0,0,12.836446681782492,13.737535184419478,12.520158466403768
316,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0123009673163264,0.0,0.0,0.0,0.0,0.0123009673163264,0.0,0.0,0.0,0.0,0,39.15831497442878,26.13458340937516,22.938279961058218
317,0.0264853746098279,0.767172490478411,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.8827640220022177,0.0,0.0,0.0,0.0,3.8827640220022177,0.0,0.0061618954984155,0.0,0.0,0,8.747497756634742,12.575582185406232,6.015070750143769
318,0.03622431875899,0.834459822219633,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.79865502367644,0.0,0.0,0.0,0.0,11.79865502367644,0.0,0.0,0.0,0.0,0,6.318726455996483,11.270093484138716,9.89584829037941
319,0.0189863359421211,0.8418154397656542,0.0,0.9166666666666666,0.9393265076252556,0.0,0.2104989186087003,0.7256985927649906,0.0,12.210888608286886,0.0,0.0,0.0,0.0,12.210888608286886,0.0,0.109547976796656,0.5563348346272502,0.0,0,8.776082689604724,13.064461895891,3.9138766796385682
320,0.0450230344810657,0.7375072268295133,0.0,0.925,0.9214213305134208,0.0,0.1915977657588183,0.5293968180677041,0.0,3.687411496144223,0.0,0.0,0.0,0.0,3.687411496144223,0.1594871911251098,0.1775017444615115,0.7887734352765983,0.0,0,9.948808888468712,12.667887205276358,8.955763395697534
